Scheme_ID,Title,Category,Description,Tags,Link
babd7bbd,Bhausaheb Fundkar Falbag Lagvad Scheme,Agriculture,"This scheme includes, Plantation of sixteen perennial horticulture crops. Farmer from Konkan division can avail benefit of 0.10 Hector  to 10.00 Hector  and rest Of Maharashtra 0.20 Hector  to 6.00 Hector","Direct Benefit Transfer, Farmer, General, Horticulture, Plantation",https://www.myscheme.gov.in/schemes/bhausaheb-fundkar-horticulture-plantataion-scheme
b0afda58,Bhesaj Krishi Vikas Yojana (Herbal Cultivation Programme),Agriculture,"The scheme aims to promote the cultivation of medicinal and herbal plants (Jadi-Buti) among local farmers and unemployed youth, providing sustainable employment and improving their economic well-being.","Bhesaj, Herbal Cultivation, Unemployed, Employment, Pharmaceutical",https://www.myscheme.gov.in/schemes/bkvyhcp
2157b86f,Bhed Palan Yojana,Agriculture,"The scheme aims to promote sheep rearing as a source of self-employment and livelihood generation for eligible beneficiaries, particularly from SECC categories, by providing financial support for rearing a sheep unit.","Sheep Rearing, Sheep, Scheduled Caste, Scheduled Tribe, Self-employment, Subsidy",https://www.myscheme.gov.in/schemes/bpy
30ae7de9,Bhavantar Bharpai Yojana,Agriculture,"The scheme is implemented by the Department of Horticulture, Government of Haryana, aims to protect horticultural farmers from market price fluctuations and compensate them if they receive low prices for their produce in the market.","Horticulture, Farmer, Agriculture, Vegetable Grower, Fruits, Vegetables, Incentive",https://www.myscheme.gov.in/schemes/bvby
661f9075,Bhraman - Darshan Yojana,Agriculture,"The ""Bhraman-Darshan Yojana"" was launched by the Animal and Fisheries Resources Department, Government of Bihar aims to educate fish farmers in Bihar about the latest fisheries techniques through organized excursions, enabling them to adopt and implement these technologies in their water source.....","Opportunities, Fish Farmer, Technologies",https://www.myscheme.gov.in/schemes/bdy
4a2c444c,Assistance for Installation of Sprinkler / Drip Micro Irrigation Systems,Agriculture,"Through this scheme, the Marginal Farmers, Small farmers, Scheduled Caste/ Schedule Tribe Farmers, Women Farmers, Big Farmers and Institutions are provided with a subsidy on the total cost or ₹ 25,000/‐ per hectare whichever is less for the installation of Sprinkler / Drip Micro Irrigation Systems.","Irrigation, Farmer, Agriculture, Subsidy, Crop",https://www.myscheme.gov.in/schemes/aispmis
2eb303e7,Assistance for Power Driven Chaff Cutter Scheme under Integrated Fodder Development Scheme (General Category),Agriculture,"The scheme provides financial assistance to dairy farmers belonging to General Caste category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green & dry fodder which is economically important for their profitable dairy farming.","Chaff Cutter, Animal Husbandry, Dairy Farmer, Financial Assistance",https://www.myscheme.gov.in/schemes/apdccsifdsgc
36bf0abf,Assistance for Power Driven Chaff Cutter scheme,Agriculture,"The ""Assistance for Power Driven Chaff Cutter Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, is designed to help farmers reduce fodder wastage and improve their dairy farming efficiency.","Animal Husbandry, Dairy Farming, Chaff Cutter",https://www.myscheme.gov.in/schemes/afpdccs
18656de4,Assistance for Power Driven Chaff Cutter Scheme under Scheduled Castes Sub Plan (SC Category),Agriculture,"The scheme provides financial assistance to dairy farmers belonging to Scheduled Caste category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green &dry fodder which is economically important for their profitable dairy farming.","Chaff Cutter, Scheduled Caste, Farmer, Dairy Farming, Subsidy",https://www.myscheme.gov.in/schemes/apdccsscspscc
c3fad45e,Assistance for Protected Cultivation,Agriculture,"The scheme “Assistance for Protected Cultivation” by the Agriculture and Co-operation Department, Government of Gujarat aims to promote protected horticulture practices by providing financial assistance to farmers for mulching, plug nursery, polyhouse, shed net house, and nursery development.","Agriculture, Protected Cultivation, Mulching, Plug Nursery, Subsidy",https://www.myscheme.gov.in/schemes/afpc
2c67e5f4,Assistance for Power Driven Chaff Cutter Scheme under Tribal Area Sub Plan (TASP- ST Category),Agriculture,"The scheme provides financial assistance to dairy farmers belonging to ST category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green & dry fodder which is economically important for their profitable dairy farming.","Chaff Cutter, Scheduled Tribe, TASP, Dairy Farming, Fodder, Subsidy",https://www.myscheme.gov.in/schemes/apdccstaspstc
0535fd4c,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for General Category (HRT-2)",Agriculture,"Under the scheme, financial assistance is provided to farmers belonging to the General Category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.","Tools, Shorting Equipment, General Category, HRT-2, Farmer, Financial Assistance, Post-Harvest Management, Farmer Group, Cooperative Society",https://www.myscheme.gov.in/schemes/atesgephmgchrt2
a6ff87e0,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)",Agriculture,"Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Tribes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.","Tools, Equipment, Scheduled Tribe, HRT-3, Financial Assistance, Farmer, Farmer Group, Cooperative Society",https://www.myscheme.gov.in/schemes/atesgephmesthrt3
38e2ca6c,"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Castes (HRT-4)",Agriculture,"Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Castes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.","Tools, Equipment, Scheduled Caste, HRT-4, Farmer, Financial Assistance, Post-Harvest Management, Farmer Group, Cooperative Society, Horticulture",https://www.myscheme.gov.in/schemes/atesgephmschrt4
c571bdc1,Assistance in Trellise Mandap for Cultivation of Vegetable Crops,Agriculture,"The scheme ""Assistance in Trellise Mandap for Cultivation of Vegetable Crops"" aims to promote structured vegetable farming through the provision of financial assistance for constructing kachha/semi-pucca/pucca trellis mandaps to all farmers across the state.","Agriculture, Vegetable Farming, Trellis Mandap, Farming Infrastructure",https://www.myscheme.gov.in/schemes/atmfcvc
6886609c,Assistance of Concentrate Feed After Parturition (Scheduled Caste Category),Agriculture,"The scheme ""Assistance of Concentrate Feed After Parturition (Scheduled Caste Category)"" provides 150 kg of BIS Type II concentrate feed to Scheduled Caste Category livestock owners after parturition to support cattle health, increase milk production, and enhance calf development.","Animal Husbandry, Cattle Development, Milk Production, Concentrate Feeds",https://www.myscheme.gov.in/schemes/acfapsc
eb72afde,Assistance of Concentrate Feed After Parturition (General Category),Agriculture,"The scheme ""Assistance of Concentrate Feed After Parturition (General Category)"" provides 150 kg of BIS Type II concentrate feed to General Category livestock owners after parturition to support cattle health, increase milk production, and enhance calf development.","Animal Husbandry, Cattle Development, Milk Production, Concentrate Feeds",https://www.myscheme.gov.in/schemes/acfapgc
b5230b88,Assistance of Concentrate Feed After Parturition (Scheduled Tribe Category),Agriculture,"The scheme ""Assistance of Concentrate Feed After Parturition (Scheduled Tribe Category)"" provides 150 kg of BIS Type II concentrate feed to Scheduled Tribe Category livestock owners after parturition to support cattle health, increase milk production, and enhance calf development.","Animal Husbandry, Cattle Development, Milk Production, Concentrate Feeds",https://www.myscheme.gov.in/schemes/acfapst
ba6d0762,Assistance of Concentrate Feed for Pregnant Animals (General Category),Agriculture,"This scheme provides free BIS type II concentrate feed to pregnant cattle owned by General Category livestock owners in Gujarat to ensure their good health, boost immunity, prevent metabolic diseases, and enhance milk production.","Animal Husbandry, Pregnant Cattle, Milk Production",https://www.myscheme.gov.in/schemes/acfpagc
47864701,Assistance of Concentrate Feed for Pregnant Animals (Scheduled Caste Category),Agriculture,"This scheme provides free BIS type II concentrate feed to pregnant cattle owned by Scheduled Caste Category livestock owners in Gujarat to ensure their good health, boost immunity, prevent metabolic diseases, and enhance milk production.","Animal Husbandry, Pregnant Cattle, Milk Production",https://www.myscheme.gov.in/schemes/acfpasc
47361497,Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program,Agriculture,The scheme “Assistance to Farmers for Mini Tractor and Power Tiller in Farm Mechanization Program”  aims to support mechanization in agriculture through financial aid for the purchase of mini tractors and power tillers to all eligible farmers across the state.,"Agricultural, Farm Mechanization, Subsidy, Mini Tractor, Power Tiller",https://www.myscheme.gov.in/schemes/afmtptfm
c14286c9,Assistance to Co-operative Irrigation Societies (Trible Area),Agriculture,"The scheme ""Assistance to Co-operative Irrigation Societies (Tribal Area)"" aims to enhance agricultural productivity by financially supporting co-operative irrigation societies in tribal areas through the installation of water distribution infrastructure.","Irrigation, Co-operative Irrigation Societies, Farm Productivity, Tribal Area Farmers",https://www.myscheme.gov.in/schemes/atcista
2d8305b0,Assistance to Farmers to Purchase Heavy Farm Equipment (Tractor),Agriculture,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to farmers for purchasing tractors, promoting farm mechanization and increasing farm power availability.","Agriculture, Farmer, Heavy Farm Equipment, Tractor",https://www.myscheme.gov.in/schemes/afphfe
1b11fcd5,Assistance of Concentrate Feed for Pregnant Animals (Scheduled Tribe Category),Agriculture,"This scheme provides free BIS type II concentrate feed to pregnant cattle owned by Scheduled Tribe Category livestock owners in Gujarat to ensure their good health, boost immunity, prevent metabolic diseases, and enhance milk production.","Animal Husbandry, Pregnant Cattle, Milk Production",https://www.myscheme.gov.in/schemes/acfpast
e57b5418,Assistance to General Farmers for Sinking Tubewell,Agriculture,"“Assistance to General Farmers for Sinking Tubewell"" was launched by the Dept of Agriculture and Farmer's Welfare, UT of Puducherry. Through this scheme, the farmers from the General Category are provided with a grant of 65% subsidy towards the construction of tubewell/filter point per individual.","Tubewell, Subsidy, Farmer, Agriculture",https://www.myscheme.gov.in/schemes/agfst
